No,Y house price of unit area,PC1,PC2,PC3
1,37.9,-2.13509745155649,0.6764133857161451,-1.4465930831006955
2,42.2,-1.7531059323203741,-0.17614702540694718,-0.7278749110856264
3,47.3,-1.3622052449177429,0.8505479118262977,1.4631260590207615
4,54.8,-1.368470259692401,0.6623351801301104,1.2394974590484387
5,43.1,-1.15121906000564,-1.4795790056045355,-0.08639457833960892
6,32.1,1.5421749807910716,-1.632577067861212,-0.740743613233095
7,40.3,-1.1816611642424466,0.17651908605530794,-2.256124624593665
8,46.7,-1.3491962731565885,0.8640387100560695,0.5951838223170463
9,18.8,4.786763137994814,2.048496595981856,0.005186380842205683
10,22.1,1.185428112475377,0.7632644647441045,0.6636869723462369
11,41.4,-0.0074582064989412835,0.8396242561584915,-1.1292189759868947
12,58.1,-1.7159399259650783,-0.20558979331939994,1.1503562253701236
13,39.3,-0.41803901309651503,-0.9165231344697986,-0.35227908728946256
14,23.8,1.6540044250379555,-0.7322864057082483,-1.51887394329673
15,34.3,-0.7599325747030268,0.7992697542557076,1.2302760025154507
16,50.5,-0.7855829887045503,2.081490686875045,0.19721908043490033
17,70.1,-1.3196839670515974,-0.8711253419181934,1.3154850996680698
18,37.4,-0.03685353022308092,-0.9616640650698167,-1.0464801093890845
19,42.3,-1.2308904923010011,0.536129870114779,0.7673863798569497
20,47.7,-1.1723900017486748,-2.1684359355907326,-0.36316655300033507
21,29.3,1.6762210033502232,-0.08811513089781,1.4184325628773622
22,51.6,-1.4236672731396682,0.17819601511035982,1.153080324437461
23,24.6,0.7087214238699019,-1.1811482864323235,-0.4113087873143769
24,47.9,-1.4485679298219258,-0.6002432286842472,0.2815234457514481
25,38.8,-0.6236769815301838,1.0323625039556983,-1.634866833025429
26,27.0,0.8052795531978775,0.7689700247411009,-0.8621951535999943
27,56.2,-1.268185261783795,-1.9714844102589395,-0.4190174311770662
28,33.6,-0.21406246941406834,-0.4822427201083886,0.6853298467844959
29,47.0,-0.5378633407584434,0.8782419148276027,0.8761593109209573
30,57.1,-1.1195558357821076,-0.8672249377033253,0.4711342785415955
31,22.1,4.218807743885672,1.4386638702985395,0.3722170597878702
32,25.0,-1.1556892510543753,0.12797347246119778,-1.7533994835294011
33,34.2,-0.022286600780980444,0.2831713365969599,-2.1997048597432785
34,49.3,-1.288687676317654,0.2152403707194499,0.3649656733211853
35,55.1,-1.732903012067594,-0.8731063545048303,-0.9142325423429035
36,27.3,0.8800820391341665,1.3245368407388698,1.1988269335429798
37,22.9,1.5088793134606322,-0.6429088178902843,-0.4928445439712925
38,25.3,0.7285925435157206,-0.7892279562622921,0.41454417185815146
39,47.7,-1.1268218357986475,-2.068567828640694,-0.4277994808931739
40,46.2,-1.3070635544233953,0.009448826348903578,0.17128621710560588
41,15.9,3.96718243736033,-0.6661855974542471,-0.2503248365163524
42,18.2,3.958030470364806,0.6892579001634679,0.9084797262741775
43,34.7,-0.30822534035965016,1.6623089418017398,-0.3383278945600686
44,34.1,-1.5830767372909917,0.36185192673280675,-1.993077883522639
