No,Y house price of unit area,PC1,PC2
1,37.9,-2.13509745155649,0.6764133857161451
2,42.2,-1.7531059323203741,-0.17614702540694718
3,47.3,-1.3622052449177429,0.8505479118262977
4,54.8,-1.368470259692401,0.6623351801301104
5,43.1,-1.15121906000564,-1.4795790056045355
6,32.1,1.5421749807910716,-1.632577067861212
7,40.3,-1.1816611642424466,0.17651908605530794
8,46.7,-1.3491962731565885,0.8640387100560695
9,18.8,4.786763137994814,2.048496595981856
10,22.1,1.185428112475377,0.7632644647441045
11,41.4,-0.0074582064989412835,0.8396242561584915
12,58.1,-1.7159399259650783,-0.20558979331939994
13,39.3,-0.41803901309651503,-0.9165231344697986
14,23.8,1.6540044250379555,-0.7322864057082483
15,34.3,-0.7599325747030268,0.7992697542557076
16,50.5,-0.7855829887045503,2.081490686875045
17,70.1,-1.3196839670515974,-0.8711253419181934
18,37.4,-0.03685353022308092,-0.9616640650698167
19,42.3,-1.2308904923010011,0.536129870114779
20,47.7,-1.1723900017486748,-2.1684359355907326
21,29.3,1.6762210033502232,-0.08811513089781
22,51.6,-1.4236672731396682,0.17819601511035982
23,24.6,0.7087214238699019,-1.1811482864323235
24,47.9,-1.4485679298219258,-0.6002432286842472
25,38.8,-0.6236769815301838,1.0323625039556983
26,27.0,0.8052795531978775,0.7689700247411009
27,56.2,-1.268185261783795,-1.9714844102589395
28,33.6,-0.21406246941406834,-0.4822427201083886
29,47.0,-0.5378633407584434,0.8782419148276027
30,57.1,-1.1195558357821076,-0.8672249377033253
31,22.1,4.218807743885672,1.4386638702985395
32,25.0,-1.1556892510543753,0.12797347246119778
33,34.2,-0.022286600780980444,0.2831713365969599
34,49.3,-1.288687676317654,0.2152403707194499
35,55.1,-1.732903012067594,-0.8731063545048303
36,27.3,0.8800820391341665,1.3245368407388698
37,22.9,1.5088793134606322,-0.6429088178902843
38,25.3,0.7285925435157206,-0.7892279562622921
39,47.7,-1.1268218357986475,-2.068567828640694
40,46.2,-1.3070635544233953,0.009448826348903578
41,15.9,3.96718243736033,-0.6661855974542471
42,18.2,3.958030470364806,0.6892579001634679
43,34.7,-0.30822534035965016,1.6623089418017398
44,34.1,-1.5830767372909917,0.36185192673280675
45,53.9,-0.8671031654625948,-0.07473055164639959
46,38.3,-1.3194874242844774,1.0824582804483325
47,42.0,-1.449945903699679,0.9242069120525425
48,61.5,-0.3687434924299414,2.1282268770921746
49,13.4,4.30661238964433,1.1290282858686604
50,13.2,3.9728905163090675,-0.1645510812328897
51,44.2,-0.5735358937816227,0.8405232834527135
52,20.7,0.6768867069341693,0.2687536396609245
53,27.0,0.699292052240021,2.094066955582141
54,38.9,-0.4056285466365001,-0.5209067721025822
55,51.7,-1.3132887223529646,-0.18516109752726517
56,13.7,1.4569806002024879,-0.19825007686204307
57,41.9,-1.2884295100894907,1.70720270825465
58,53.5,-0.6369721681257582,-1.5752284858512324
59,22.6,4.035181997341797,1.775149610218613
60,42.4,-0.10916771731803561,-0.6020411875391806
61,21.3,1.5495101603317765,0.24546853453721557
62,63.2,-1.2797630991531044,0.004037309019455368
63,27.7,1.5580527360595435,-0.4220580070684072
64,55.0,-0.8670633110994906,-0.08112751797134647
65,25.3,0.30756796963753485,0.017712872322883644
66,44.3,-1.6308444025024433,2.1337097888728773
67,50.7,-0.8362089238446311,-1.5007954555437943
68,56.8,-0.7150541001125336,0.08001917490169683
69,36.2,-1.1044001868988345,1.5491564518862526
70,42.0,-1.418271565538906,-0.8945430816040699
71,59.0,-1.6972644372123902,0.3782395265990384
72,40.8,-0.4061741786615268,0.9733621699051919
73,36.3,-1.323454696159905,2.074162628623122
74,20.0,3.9796327657014587,-0.2769659755569435
75,54.4,-1.9208849024834256,-0.8873722565779567
76,29.5,0.753533047043073,-0.01718590464766554
77,36.8,-0.4550165852725855,2.1432876322412486
78,25.6,1.553427048231278,-0.3945206333664321
79,29.8,-0.20465550139914618,0.760644040958056
80,26.5,0.7314396460658289,-0.7853971466422032
81,40.3,-0.8769949272797553,0.31918065222758063
82,36.8,-0.6709813577339592,0.4092369189100024
83,48.1,-1.120832649351165,-0.4907391065167447
84,17.7,2.025507150590549,0.13495034671128459
85,43.7,-1.0905264711211224,-0.3724409262963267
86,50.8,-1.468902376407524,-1.996990041533399
87,27.0,0.7620474029543389,-2.204984963857225
88,18.3,3.9642556307763663,0.8838675981846024
89,48.0,0.3608782108689848,-0.9504468949682737
90,25.3,3.7586863675535986,1.152066484777547
91,45.4,-0.01517749960944781,-1.9136363655862476
92,43.2,0.38464512532431977,-0.18579307409120505
93,21.8,1.6727197681537482,-0.15485405211475659
94,16.1,1.45181017836432,-0.010598753697783124
95,41.0,-0.7138312802320963,0.8369514407801958
96,51.8,-0.7587099467556785,-1.2694552303064208
97,59.5,-1.7097147580355088,-0.010979869443231106
98,34.6,-0.3418996625976307,0.5797356290515515
99,51.0,-1.2883482113076026,0.5868811799423949
100,62.2,-1.7097147580355088,-0.010979869443231106
101,38.2,-0.7509735873125678,1.0234911956690607
102,32.9,-0.0028339584805694086,-1.1154779064256874
103,54.4,-0.8299837634330718,-1.3061857575226599
104,45.7,-0.42117094217176815,-2.2331579439511615
105,30.5,-0.774737002000299,-0.25090347396819124
106,71.0,-1.3510090559609356,-1.8121894521092008
107,47.1,-1.6361126713206047,-0.0684225903364567
108,26.6,0.7410428643388399,-0.40000856022002246
109,34.1,-0.08359774370933955,1.3961558461522148
110,28.4,1.5920099268538999,0.23420311819987522
111,51.6,-0.7462197715694551,-0.8866328005890983
112,39.4,-1.4148883653520143,2.0596655672855455
113,23.1,1.5900009609211585,0.18230919087309502
114,7.6,-0.48962439666169827,0.11936108856006925
115,53.3,-1.8005865843193896,-0.08049889016340218
116,46.4,-0.7315913614917338,-0.03430949985224976
117,12.2,5.6017300314090726,0.8798834769890657
118,13.0,4.116544405359205,-0.6950539045720784
119,30.6,1.0638259418203497,1.3776044620777315
120,59.6,-1.282162905259147,0.7878878442884769
121,31.3,-0.3993635243438265,-0.33269381455136027
122,48.0,-0.3744230208164744,0.43934823706326587
123,32.5,-1.1304117374801657,1.1349133840642855
