No,Y house price of unit area,PC1,PC2,PC3,PC4,PC5
1,37.9,-2.1350974515564918,0.6764133857161571,-1.4465930831006937,0.6767497346720639,0.8845824016294488
2,42.2,-1.7531059323203746,-0.1761470254069416,-0.7278749110856291,0.7353875504505476,0.7994826166261945
3,47.3,-1.3622052449177424,0.8505479118262885,1.4631260590207695,0.46733449027551605,-0.6514622125465547
4,54.8,-1.3684702596924005,0.6623351801301023,1.239497459048445,0.5112546572521253,-0.6484583614194123
5,43.1,-1.1512190600056393,-1.479579005604537,-0.08639457833961854,0.5783540810167163,-0.25313613026020776
6,32.1,1.5421749807910727,-1.6325770678612093,-0.740743613233107,1.0038341944234466,0.3751116920091819
7,40.3,-1.1816611642424482,0.17651908605532435,-2.2561246245936672,0.5684494421922679,0.26712764761975916
8,46.7,-1.349196273156589,0.8640387100560665,0.5951838223170528,0.12717259533421044,-0.11922797381843751
9,18.8,4.786763137994815,2.0484965959818595,0.005186380842218827,0.9222370057934208,0.7762963809406509
10,22.1,1.1854281124753772,0.7632644647441009,0.663686972346243,0.5074906869222718,0.05814878292671452
11,41.4,-0.007458206498942564,0.8396242561584999,-1.1292189759868902,-0.36712000763520414,-1.2050659120872713
12,58.1,-1.715939925965078,-0.2055897933194075,1.1503562253701234,0.23201816168252917,1.0262202091238277
13,39.3,-0.41803901309651503,-0.9165231344697975,-0.3522790872894693,-0.19839461990895763,0.3422032679097332
14,23.8,1.654004425037956,-0.7322864057082381,-1.5188739432967373,0.8622621891718482,0.7184522261898576
15,34.3,-0.7599325747030259,0.7992697542556996,1.2302760025154582,1.1504470234759006,-0.910174718455426
16,50.5,-0.7855829887045513,2.081490686875046,0.19721908043491496,-0.5224513399641814,-1.4549519266269324
17,70.1,-1.3196839670515963,-0.8711253419182039,1.3154850996680663,0.31333446568777756,0.08223712154951046
18,37.4,-0.03685353022308108,-0.9616640650698115,-1.0464801093890914,0.308251836741503,-1.1477602170011636
19,42.3,-1.2308904923010018,0.5361298701147751,0.7673863798569537,-0.46970972834800184,0.9548147410662045
20,47.7,-1.1723900017486744,-2.1684359355907326,-0.3631665530003503,0.21290400823348868,0.792186629014108
21,29.3,1.6762210033502245,-0.08811513089781992,1.4184325628773635,0.715496578639619,0.3807708288572995
22,51.6,-1.423667273139668,0.17819601511035227,1.1530803244374637,-0.04058414285206623,0.377227490017605
23,24.6,0.7087214238699022,-1.1811482864323228,-0.41130878731438475,-1.5599392981666342,-0.369694712577496
24,47.9,-1.4485679298219256,-0.6002432286842498,0.2815234457514444,0.14210616876354526,0.3913894152378598
25,38.8,-0.6236769815301857,1.032362503955711,-1.6348668330254246,-0.36747373104928716,-0.44108334112159947
26,27.0,0.8052795531978768,0.7689700247411078,-0.8621951535999904,0.7275203452390693,-0.6532264475071886
27,56.2,-1.268185261783794,-1.9714844102589395,-0.41901743117707946,0.7256344304468265,-0.31626433595195413
28,33.6,-0.21406246941406842,-0.4822427201083937,0.6853298467844933,-0.9544948782608927,0.6674839256778926
29,47.0,-0.5378633407584436,0.8782419148275978,0.8761593109209643,-0.18951638681863361,-0.3574486688544319
30,57.1,-1.1195558357821072,-0.8672249377033299,0.47113427854159057,0.033174227765402416,-0.1827389606064562
31,22.1,4.218807743885672,1.438663870298539,0.37221705978788017,0.19785684076354237,0.39397638077209474
32,25.0,-1.1556892510543761,0.1279734724612105,-1.7533994835294024,0.9221473803466388,0.19672348499785047
33,34.2,-0.022286600780981932,0.2831713365969749,-2.1997048597432793,-0.262979417289347,-1.2139824590424768
34,49.3,-1.2886876763176542,0.21524037071944777,0.3649656733211873,0.15287250312318368,-0.017740921948981157
35,55.1,-1.7329030120675941,-0.8731063545048248,-0.9142325423429104,0.833928320242499,0.0577024229549381
36,27.3,0.8800820391341693,1.3245368407388618,1.198826933542992,3.232609209408377,-2.5107079689131426
37,22.9,1.5088793134606324,-0.6429088178902816,-0.49284454397129734,0.5919905857085431,-0.03857829580135965
38,25.3,0.7285925435157211,-0.7892279562622968,0.4145441718581473,-1.6443854682696082,-0.36421730342190395
39,47.7,-1.1268218357986468,-2.0685678286406937,-0.4277994808931881,0.2020566296197793,0.28769494601478035
40,46.2,-1.3070635544233955,0.009448826348902161,0.17128621710560643,0.3008923800270513,-0.45286944973418575
41,15.9,3.967182437360331,-0.6661855974542463,-0.25032483651635706,-0.0825369795994005,0.5987278459556942
42,18.2,3.958030470364807,0.6892579001634627,0.908479726274183,-0.30896392362482805,0.5115018724490439
43,34.7,-0.3082253403596518,1.6623089418017452,-0.3383278945600587,-0.989549647075943,0.28259720917659903
44,34.1,-1.583076737290993,0.361851926732821,-1.9930778835226393,0.6397821953082533,-0.44245049764172656
45,53.9,-0.8671031654625937,-0.07473055164641464,2.072402242244245,-0.3093041799398417,-0.41817583101957284
46,38.3,-1.3194874242844792,1.0824582804483438,-1.2536841241118384,-0.48619745591866015,0.7598942723584494
47,42.0,-1.4499459036996796,0.9242069120525411,0.4886714641327473,-0.3074407982397718,1.1093544478343267
48,61.5,-0.36874349242994275,2.1282268770921764,0.14737981246831588,-0.47400950133397163,-0.7735202858657649
49,13.4,4.306612389644331,1.1290282858686604,0.24412023008524875,0.20844026845199312,0.4704114820125751
50,13.2,3.9728905163090684,-0.16455108123287526,-2.0715521533176706,0.7226892240258458,0.6559884943207088
51,44.2,-0.5735358937816232,0.8405232834527112,0.510047883286177,-0.22490762857591048,-0.3701541317916891
52,20.7,0.6768867069341689,0.26875363966093047,-0.9034817960637317,-1.932950897800379,-0.57234094306603
53,27.0,0.6992920522400202,2.094066955582142,0.31147353890047097,0.4027717618787694,-0.3603952766682164
54,38.9,-0.4056285466365003,-0.5209067721025832,0.0777595692216759,-0.29149210758784194,0.33458568052860754
55,51.7,-1.3132887223529646,-0.18516109752726534,-0.046603136742913526,0.3465649842830255,-0.44932896662681315
56,13.7,1.4569806002024868,-0.1982500768620322,-1.6544154030160063,-1.3430567110370364,-0.4110028301359203
57,41.9,-1.2884295100894922,1.7072027082546548,-0.19532887613454278,-0.32385886168140376,0.7202575072940729
58,53.5,-0.6369721681257583,-1.575228485851235,0.1704191125482764,-0.3796372190116924,1.2361046749669242
59,22.6,4.035181997341798,1.7751496102186155,0.11307902116715175,0.26771593497032603,0.6211203168549232
60,42.4,-0.10916771731803598,-0.6020411875391813,0.06134165708095984,-0.6196393080842338,0.6560359660737699
61,21.3,1.5495101603317771,0.2454685345372084,1.0613830724054112,0.3757383049862952,-0.03053805126411278
62,63.2,-1.2797630991531035,0.004037309019443729,1.681835554053093,-0.029364134772255513,0.09702494336534492
63,27.7,1.558052736059544,-0.4220580070684031,-0.6495734626877251,0.6940855089749923,0.31275976555101137
64,55.0,-0.8670633110994896,-0.08112751797136156,2.0781417567220792,-0.3075517953646198,-0.41763920264395715
65,25.3,0.3075679696375352,0.017712872322878544,0.5682582284018962,-1.3663546477861208,-1.1591109549290177
66,44.3,-1.6308444025024456,2.1337097888728853,-0.5564886830265556,-0.36653315769951,0.4774577847214635
67,50.7,-0.8362089238446305,-1.5007954555438003,0.5637078797030325,-0.11031849389933428,0.5933252723260157
68,56.8,-0.7150541001125332,0.08001917490168678,1.4824045835964015,-0.5275176031583622,0.20580883263180313
69,36.2,-1.1044001868988358,1.5491564518862548,0.0032996140866717173,0.09872473477531327,-0.06989378840880092
70,42.0,-1.4182715655389055,-0.8945430816040679,-0.5036160299695633,0.876635227779205,-0.6201345145835212
71,59.0,-1.69726443721239,0.37823952659902715,1.8040237502076226,0.09500045432289221,1.0155987670109456
72,40.8,-0.4061741786615281,0.9733621699052009,-1.1714342661623518,-0.20347885576514183,-0.7533506583912322
73,36.3,-1.3234546961599065,2.0741626286231236,0.3151592374066724,-0.1383054753705086,0.6128228527932782
74,20.0,3.9796327657014596,-0.2769659755569452,0.1854536028266524,-0.17388213540720615,0.5916468833455669
75,54.4,-1.9208849024834251,-0.8873722565779572,-0.006912600881343688,1.293183463919629,1.0617769493345803
76,29.5,0.7535330470430736,-0.017185904647675217,1.291840296667971,-1.825323342605854,-0.3778425966619253
77,36.8,-0.4550165852725868,2.1432876322412504,0.1506769775355489,-0.40740700835884297,-0.8459886009227954
78,25.6,1.553427048231278,-0.39452063336642507,-1.0628349806980024,0.6990454394372058,0.2936266810833228
79,29.8,-0.20465550139914762,0.760644040958069,-1.7752217499004679,-0.10253273129572878,-1.0209162326731704
80,26.5,0.731439646065829,-0.7853971466422024,-0.37624308507132737,-1.6828044719215716,-0.3835721620819629
81,40.3,-0.876994927279755,0.3191806522275715,1.3264778247889883,-0.4248510093084442,-0.464005162073473
82,36.8,-0.6709813577339608,0.40923691891001157,-1.1518837573984608,-0.6358988039710652,0.5223993753809708
83,48.1,-1.1208326493511658,-0.4907391065167453,0.08664181560456316,-0.2760262453490557,0.7223770114381254
84,17.7,2.025507150590549,0.13495034671129308,-1.1291405699999773,0.6621617765242812,0.46800406925009264
85,43.7,-1.0905264711211229,-0.37244092629632664,-0.01705782356340396,-0.34845547052108006,0.6973826760927124
86,50.8,-1.4689023764075235,-1.9969900415334005,-0.05800881325858574,0.321115658893707,1.3161574578309805
87,27.0,0.7620474029543403,-2.2049849638572296,0.1058474038899897,-1.344667501003282,-0.26462703750249345
88,18.3,3.9642556307763672,0.8838675981845959,1.1263688117686732,-0.3546364751766591,0.5079613929462891
89,48.0,0.360878210868986,-0.9504468949682758,-0.08602320144735734,1.193849171376166,-1.6641259233188976
90,25.3,3.758686367553599,1.152066484777545,0.555999139007872,-0.12275170831021598,0.29013059126695123
91,45.4,-0.015177499609446716,-1.9136363655862523,0.19081239484159349,0.5491056123835907,-1.0282652812400253
92,43.2,0.3846451253243211,-0.1857930740912121,0.797022560185591,1.0109062515580185,-1.6762602588928674
93,21.8,1.672719768153748,-0.15485405211475026,-0.8594669039814038,0.7269968663874333,0.7083674124525909
94,16.1,1.451810178364319,-0.010598753697773316,-1.4410720425055072,-1.4460247963005874,-0.4065012607305278
95,41.0,-0.7138312802320983,0.8369514407802111,-1.9442742757492244,-0.7867392825689308,0.08106623820065963
96,51.8,-0.7587099467556785,-1.269455230306422,-0.05429858052875589,-0.21131440603770146,0.22951893960909076
97,59.5,-1.7097147580355085,-0.010979869443239948,1.368245579218643,0.18634555742655448,1.0226797260164553
98,34.6,-0.3418996625976315,0.5797356290515574,-0.772567700670585,0.182479060464332,-0.7319227917175658
99,51.0,-1.2883482113076026,0.5868811799423896,0.83069325642094,0.16562705724263635,-0.46295426347145197
100,62.2,-1.7097147580355085,-0.010979869443239948,1.368245579218643,0.18634555742655448,1.0226797260164553
